Histogram
5.605193857299268284e-45
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.174648137343063403e-43
0.000000000000000000e+00
7.174648137343063403e-42
3.407957865237955116e-41
7.533380544210216573e-41
9.614028504039704960e-41
9.757521466786566228e-41
8.466084802064814816e-41
7.856239710390654426e-41
6.385436842235326429e-41
6.134324157428319210e-41
5.667972028501020088e-41
5.524479065754158820e-41
7.856239710390654426e-41
7.461634062836785939e-41
7.138774896656348086e-41
8.214972117257807597e-41
9.936887670220142813e-41
1.140769053837547081e-40
1.499501460704700251e-40
1.427754979331269617e-40
1.477977516292671061e-40
1.384707090507211237e-40
1.546136673597430163e-40
1.617883154970860797e-40
1.485152164430014124e-40
1.327309905408466730e-40
1.467215544086656466e-40
1.671693016000933773e-40
1.851059219434510358e-40
1.994552182181371626e-40
1.779312738061079724e-40
1.868995839777868017e-40
1.650169071588904583e-40
1.772138089923736661e-40
1.535374701391415568e-40
1.503088784773371783e-40
1.416993007125255022e-40
1.424167655262598086e-40
1.323722581339795198e-40
1.269912720309722222e-40
1.090546516876145637e-40
1.133594405700204018e-40
1.101308489082160232e-40
1.069022572464116447e-40
1.190991590798948525e-40
1.234039479623006905e-40
1.183816942661605462e-40
1.126419757562860954e-40
1.262738072172379159e-40
1.248388775897693032e-40
1.101308489082160232e-40
9.865141188846712179e-41
9.757521466786566228e-41
9.183549615799121156e-41
9.685774985413135594e-41
8.466084802064814816e-41
8.430211561378099499e-41
9.470535541292843692e-41
8.358465080004668865e-41
8.394338320691384182e-41
8.537831283438245450e-41
8.430211561378099499e-41
8.788943968245252669e-41
8.645451005498391401e-41
8.394338320691384182e-41
7.892112951077369743e-41
7.999732673137515694e-41
8.537831283438245450e-41
8.537831283438245450e-41
8.358465080004668865e-41
8.609577764811676084e-41
7.927986191764085060e-41
8.860690449618683303e-41
6.923535452536056184e-41
8.466084802064814816e-41
9.578155263352989643e-41
8.824817208931967986e-41
7.641000266270362524e-41
8.896563690305398620e-41
8.788943968245252669e-41
9.470535541292843692e-41
9.398789059919413058e-41
1.018800035502715003e-40
1.011625387365371940e-40
9.398789059919413058e-41
1.054673276189430320e-40
1.058260600258101852e-40
1.226864831485663842e-40
1.004450739228028876e-40
9.398789059919413058e-41
1.083371868738802574e-40
1.097721165013488701e-40
1.130007081631532486e-40
1.043911303983415725e-40
1.356008497957838983e-40
1.399056386781897364e-40
1.295023988790422944e-40
1.262738072172379159e-40
1.474390192223999529e-40
1.366770470163853578e-40
1.381119766438539705e-40
1.427754979331269617e-40
1.556898645803444758e-40
1.538962025460087100e-40
1.592771886490160075e-40
1.564073293940787822e-40
1.736264849237021344e-40
1.754201469580379002e-40
1.703978932618977558e-40
1.754201469580379002e-40
1.947916969288641714e-40
1.969440913700670904e-40
1.868995839777868017e-40
2.102171904241517577e-40
2.181093033752291275e-40
2.292300079881108757e-40
2.324585996499152543e-40
2.464491635177342279e-40
2.762239532877079410e-40
2.848335310525196171e-40
3.013352217684086629e-40
3.239353634010393127e-40
3.311100115383823761e-40
3.565800124259502511e-40
3.920945207057984150e-40
4.028564929118130101e-40
4.484155085839414627e-40
5.025841020208815914e-40
5.416859343694012869e-40
5.578288926784231796e-40
